survey,id,regions_of_interest,topics_of_interest,special_stories,formats_used,open_text_media,formats_preferred,residence_town,place_of_birth,small_age_band,person_type,web_device,web_at_home,registered_voter,big_age_band,language,latino,gender,tv_video_language,radio_audio_language,print_language,trust_national_news,trust_local_news,trust_social_media_news,trust_news_from_social_circle,trust_sources_of_news_about_my_community,local_news_covers_issues_important_to_me,local_news_reflects_my_beliefs_values
English,2022/07/02 12:16:58 PM EST,International,Sports;Local businesses;Education;Health;Travel and hospitality,Topics related to families with children;Topics related to small business owners,Social media,Facebook,Radio,Meriden,USA,30-39,Business owner,Yes,Yes,Yes,age30_49,English,No,Man,English,Spanish,English,Some,Some,Some,Some,Disagree,Disagree,Neutral
English,2022/07/02 12:54:31 PM EST,Local;National,"Sports;Music, arts, and culture;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Food",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,TV,MBC,News apps/news websites,Meriden,OTHER,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,NA,English,English,English,Not at all,A lot,Not at all,A lot,Agree,Agree,Agree
English,2022/07/02 12:58:52 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,TV,Fox news,TV,Meriden,USA,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,Some,Not at all,Not at all,Neutral,Agree,Neutral
English,2022/07/03 10:00:08 AM EST,State,"Sports;Music, arts, and culture;Real estate and homeownership;Travel and hospitality;Food",None of these,TV,Instagram,TV,Meriden,USA,Under 18,Student,Yes,Yes,Yes,age00_29,English,Yes,Man,English,English,English,A lot,NA,NA,NA,Agree,NA,NA
English,2022/07/03 10:21:19 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Politics;Health;Local events;Opportunities for community engagement;Diversity and social justice,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,TV,"NPR, Record Journal, MBC",Newspapers,Meriden,USA,60-69,None of these,Yes,Yes,Yes,age50_99,English,No,Woman,English,English,English,A lot,A lot,Some,Some,Agree,Agree,Agree
English,2022/07/03 10:45:26 AM EST,Local;State;National,Politics;Local businesses,Topics related to seniors;Topics related to young adults,Radio,"Fox, Newsmax",NA,Meriden,USA,70 or older,None of these,Yes,Yes,Yes,age50_99,English,No,Man,English,English,English,Not at all,A lot,A lot,A lot,Disagree,Disagree,Disagree
English,2022/07/03 11:05:03 AM EST,International,Politics;Local businesses;Education;Health;Local events,Topics related to small business owners,TV,CNN,TV,Meriden,USA,40-49,Business owner,Yes,Yes,Yes,age30_49,English,No,Man,English,English,English,Some,Some,Some,Some,Neutral,Neutral,Neutral
English,2022/07/08 9:31:18 AM EST,International,"Sports;Politics;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to seniors;Topics related to community engagement,Social media,CNN,TV,Meriden,USA,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Other,Other,Other,A lot,A lot,A lot,A lot,Neutral,Agree,Neutral
English,2022/07/08 9:45:26 AM EST,Local,"Sports;Music, arts, and culture;Education;Health;Finance, wealth, and financial literacy",Topics related to families with children,Social media,Facebook,Social media,Meriden,USA,18-29,Parent,Yes,Yes,Yes,NA,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,Some,Neutral,Neutral,Neutral
English,2022/07/08 10:57:09 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Health,Topics related to families with children;Topics related to seniors,Social media,Telemundo and Univision,TV,Meriden,USA,60-69,None of these,Yes,Yes,No,age50_99,Spanish,Yes,Man,Spanish,Spanish,Spanish,Not at all,Not at all,Not at all,A lot,Neutral,Disagree,Disagree
English,2022/07/09 9:47:36 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Education;Health;Opportunities for community engagement;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to community engagement,Email/newsletter,Telemundo y Univision,Email/newsletter,All others,USA,40-49,Business owner,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Not at all,Not at all,A lot,Disagree,Neutral,Disagree
English,2022/07/09 10:28:23 AM EST,Local;State;National;International,"Politics;Music, arts, and culture;Local businesses;Local events;Real estate and homeownership;Travel and hospitality;Food",Topics related to families with children;Topics related to community engagement,Social media,Facebook,News apps/news websites,All others,USA,40-49,Parent,Yes,Yes,Yes,age30_49,English,Yes,Woman,English,English,English,Not at all,Not at all,Not at all,A lot,Neutral,Neutral,Disagree
English,2022/07/10 9:13:19 AM EST,Local,"Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Food",Topics related to seniors,TV,Fox news,TV,Meriden,USA,60-69,None of these,Yes,Yes,Yes,age50_99,English,Yes,Woman,English,English,English,Not at all,Some,Not at all,A lot,Neutral,Neutral,Neutral
English,2022/07/10 9:20:23 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Health;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to young adults,News apps/news websites,Hartford Courant,News apps/news websites,All others,USA,40-49,None of these,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,English,Both English and Spanish,English,Some,Some,Not at all,Not at all,Neutral,Neutral,Disagree
English,2022/07/10 10:17:37 AM EST,State,Education;Health,Topics related to families with children;Topics related to seniors;Topics related to young adults;Topics related to community engagement,TV,CNN,TV,Meriden,OTHER,50-59,None of these,Yes,Yes,Yes,age50_99,English,No,Woman,English,English,English,Some,Some,Not at all,Not at all,Disagree,Disagree,Disagree
English,2022/07/11 2:37:50 PM EST,NA,NA,NA,NA,NA,NA,All others,OTHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
English,2022/07/12 2:32:49 PM EST,Local;State;International,"Politics;Music, arts, and culture;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice",Topics related to families with children;Topics related to teens;Topics related to community engagement,TV,NA,TV,Wallingford,USA,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Not at all,Not at all,Neutral,Neutral,Neutral
English,2022/07/12 4:21:42 PM EST,Local,"Music, arts, and culture",None of these,Email/newsletter,RT,Email/newsletter,New Haven,OTHER,30-39,None of these,Prefer not to say,Prefer not to say,Prefer not to say,age30_49,Both English and Spanish,Opt out,Opt out,English,I don't use this format,I don't use this format,Not at all,Not at all,Not at all,Not at all,Disagree,Disagree,Disagree
English,2022/07/12 10:26:10 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Technology",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Radio,Connecticut local channels,Radio,Meriden,USA,60-69,None of these,Yes,No,Yes,age50_99,Both English and Spanish,Opt out,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Not at all,Some,Neutral,Neutral,Neutral
English,2022/07/13 4:22:43 PM EST,International,"Music, arts, and culture;Local businesses;Education;Health;Environmental issues & climate change;Technology;Food",Topics related to small business owners,News apps/news websites,Record Journal,Email/newsletter,Meriden,USA,18-29,None of these,Yes,Yes,No,NA,Both English and Spanish,Yes,Man,English,English,English,A lot,A lot,Some,Some,Agree,Agree,Agree
English,2022/07/13 4:30:05 PM EST,State,Education;Health;Diversity and social justice;Technology;Travel and hospitality,Topics related to community engagement,Social media,Telemundo,Social media,Meriden,PUERTO RICO,40-49,None of these,Yes,Yes,Yes,age30_49,English,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,Some,Not at all,Some,Neutral,Neutral,Neutral
English,2022/07/13 4:54:26 PM EST,Local,"Music, arts, and culture;Food",Topics related to community engagement,Radio,Radio,Radio,Meriden,USA,40-49,None of these,No,Yes,Yes,age30_49,English,No,Man,English,English,English,A lot,A lot,A lot,A lot,Agree,Agree,Agree
English,2022/07/13 5:15:36 PM EST,Local,"Music, arts, and culture;Health;Local events;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults,Social media,None of them,Social media,Meriden,USA,18-29,Parent,Yes,No,Yes,NA,English,No,Woman,English,English,English,Not at all,Not at all,Not at all,A lot,Disagree,Neutral,Disagree
English,2022/07/13 5:20:13 PM EST,International,"Music, arts, and culture;Local events;Finance, wealth, and financial literacy;Diversity and social justice;Travel and hospitality",None of these,Social circles,NPR,News apps/news websites,Meriden,USA,30-39,Business owner,Yes,Yes,Yes,age30_49,Both English and Spanish,No,Woman,English,English,English,Not at all,A lot,Not at all,Some,Agree,Agree,Neutral
English,2022/07/13 5:31:52 PM EST,Local;State,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to young adults,Social media,"Fox, CNN and Facebook",Text message,Meriden,USA,30-39,Student,Yes,Yes,Yes,age30_49,English,Yes,Woman,English,English,English,Some,Some,Not at all,Some,Neutral,Neutral,Neutral
